Marker,Chromosome,Linkage_Group,Cross,Start_Position_on_Chromosome,End_Position_on_Chromosome,LOD,Quantitative_Trait,Percent_Variance_Explained,Study_Specific_Information,Publication
Am131A,14,7,Pachon x Surface F2,12185116,12184273,NA,NA,NA,NA,Protas_et_al.2007
RAD_87921,14,7,Pachon x Surface F2,14822928,14822833,NA,NA,NA,NA,Protas_et_al.2008
RAD_87921,14,7,Pachon x Surface F2,14822928,14822833,NA,NA,NA,NA,Protas_et_al.2008
RAD_22736,14,7,Pachon x Surface F2,18021316,18021411,NA,NA,NA,NA,Protas_et_al.2008
RAD_22736,14,7,Pachon x Surface F2,18021316,18021411,NA,NA,NA,NA,Protas_et_al.2008
RAD_38160,14,7,Pachon x Surface F2,18317062,18317157,NA,NA,NA,NA,Protas_et_al.2008
RAD_38160,14,7,Pachon x Surface F2,18317062,18317157,NA,NA,NA,NA,Protas_et_al.2008
RAD_94613,14,7,Pachon x Surface F2,18523174,18523269,NA,NA,NA,NA,Protas_et_al.2008
RAD_94613,14,7,Pachon x Surface F2,18523174,18523269,NA,NA,NA,NA,Protas_et_al.2008
NYU13,14,7,Pachon x Surface F2,19759857,19760385,NA,NA,NA,NA,Protas_et_al.2008
NYU13,14,7,Pachon x Surface F2,19759857,19760385,NA,NA,NA,NA,Protas_et_al.2007
NYU13,14,7,Pachon x Texas Surface F2,19759857,19760385,NA,NA,NA,NA,O.Quin.et.al.2012
Am104C,14,7,Pachon x Surface F2,20511592,20512096,NA,NA,NA,NA,Protas_et_al.2008
Am104C,14,7,Pachon x Surface F2,20511592,20512096,NA,NA,NA,NA,Protas_et_al.2007
Am104C,14,7,Pachon x Texas Surface F2,20511592,20512096,NA,NA,NA,NA,O.Quin.et.al.2012
Am203E,14,7,Pachon x Surface F2,27472670,27472291,NA,NA,NA,NA,Protas_et_al.2008
Am203E,14,7,Pachon x Surface F2,27472670,27472291,NA,NA,NA,NA,Protas_et_al.2008
Am203E,14,7,Pachon x Surface F2,27472670,27472291,NA,NA,NA,NA,Protas_et_al.2007
Am203E,14,7,Pachon x Texas Surface F2,27472670,27472291,NA,NA,NA,NA,O.Quin.et.al.2012
Am55A,14,7,Pachon x Surface F2,28343956,28343386,NA,NA,NA,NA,Protas_et_al.2008
Am55A,14,7,Pachon x Surface F2,28343956,28343386,NA,NA,NA,NA,Protas_et_al.2008
Am55A,14,7,Pachon x Surface F2,28343956,28343386,NA,NA,NA,NA,Protas_et_al.2007
RAD_75522,14,7,Pachon x Texas Surface F2,33167770,33167675,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_40841,14,7,Pachon x Texas Surface F2,33509215,33509120,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_46941,14,7,Pachon x Texas Surface F2,33768947,33769042,NA,NA,NA,NA,O.Quin.et.al.2012
Am19B,14,7,Pachon x Texas Surface F2,34017188,34016998,NA,NA,NA,NA,O.Quin.et.al.2012
Am230A,15,18,Pachon x Surface F2,8257621,8258087,NA,NA,NA,NA,Protas_et_al.2007
Am230A,15,18,Pachon x Surface F2,8257621,8258087,NA,NA,NA,NA,Protas_et_al.2007
Am230A,15,18,Pachon x Surface F2,8257621,8258087,NA,NA,NA,NA,Protas_et_al.2007
Am230A,15,18,Pachon x Surface F2,8257621,8258087,NA,NA,NA,NA,Protas_et_al.2007
Am214C,15,18,Pachon x Surface F2,14443672,14444174,NA,NA,NA,NA,Protas_et_al.2008
Am214C,15,18,Pachon x Surface F2,14443672,14444174,NA,NA,NA,NA,Protas_et_al.2008
Am214C,15,18,Pachon x Surface F2,14443672,14444174,NA,NA,NA,NA,Protas_et_al.2008
Am214C,15,18,Pachon x Surface F2,14443672,14444174,NA,NA,NA,NA,Protas_et_al.2008
Am214C,15,18,Pachon x Surface F2,14443672,14444174,NA,NA,NA,NA,Protas_et_al.2008
Am214C,15,18,Pachon x Surface F2,14443672,14444174,NA,NA,NA,NA,Protas_et_al.2008
Am214C,15,18,Pachon x Surface F2,14443672,14444174,NA,NA,NA,NA,Protas_et_al.2007
Am214C,15,18,Pachon x Surface F2,14443672,14444174,NA,NA,NA,NA,Protas_et_al.2007
Am214C,15,18,Pachon x Surface F2,14443672,14444174,NA,NA,NA,NA,Protas_et_al.2007
Am214C,15,18,Pachon x Surface F2,14443672,14444174,NA,NA,NA,NA,Protas_et_al.2007
RAD_81618,15,18,Pachon x Surface F2,15843038,15842943,NA,NA,NA,NA,Protas_et_al.2008
RAD_81618,15,18,Pachon x Surface F2,15843038,15842943,NA,NA,NA,NA,Protas_et_al.2008
RAD_81618,15,18,Pachon x Surface F2,15843038,15842943,NA,NA,NA,NA,Protas_et_al.2008
RAD_81618,15,18,Pachon x Surface F2,15843038,15842943,NA,NA,NA,NA,Protas_et_al.2008
RAD_81618,15,18,Pachon x Surface F2,15843038,15842943,NA,NA,NA,NA,Protas_et_al.2008
RAD_81618,15,18,Pachon x Surface F2,15843038,15842943,NA,NA,NA,NA,Protas_et_al.2008
RAD_81618,15,18,Pachon x Surface F2,15843038,15842943,NA,NA,NA,NA,Protas_et_al.2007
RAD_81618,15,18,Pachon x Surface F2,15843038,15842943,NA,NA,NA,NA,Protas_et_al.2007
RAD_81618,15,18,Pachon x Surface F2,15843038,15842943,NA,NA,NA,NA,Protas_et_al.2007
RAD_81618,15,18,Pachon x Surface F2,15843038,15842943,NA,NA,NA,NA,Protas_et_al.2007
Am229D,15,18,Pachon x Surface F2,15980082,15979633,NA,NA,NA,NA,Protas_et_al.2008
Am229D,15,18,Pachon x Surface F2,15980082,15979633,NA,NA,NA,NA,Protas_et_al.2008
Am229D,15,18,Pachon x Surface F2,15980082,15979633,NA,NA,NA,NA,Protas_et_al.2008
Am229D,15,18,Pachon x Surface F2,15980082,15979633,NA,NA,NA,NA,Protas_et_al.2008
Am229D,15,18,Pachon x Surface F2,15980082,15979633,NA,NA,NA,NA,Protas_et_al.2008
Am229D,15,18,Pachon x Surface F2,15980082,15979633,NA,NA,NA,NA,Protas_et_al.2008
Am229D,15,18,Pachon x Surface F2,15980082,15979633,NA,NA,NA,NA,Protas_et_al.2007
Am229D,15,18,Pachon x Surface F2,15980082,15979633,NA,NA,NA,NA,Protas_et_al.2007
Am229D,15,18,Pachon x Surface F2,15980082,15979633,NA,NA,NA,NA,Protas_et_al.2007
Am229D,15,18,Pachon x Surface F2,15980082,15979633,NA,NA,NA,NA,Protas_et_al.2007
RAD_33902,15,18,Pachon x Surface F2,20133201,20133296,NA,NA,NA,NA,Protas_et_al.2008
RAD_33902,15,18,Pachon x Surface F2,20133201,20133296,NA,NA,NA,NA,Protas_et_al.2008
RAD_33902,15,18,Pachon x Surface F2,20133201,20133296,NA,NA,NA,NA,Protas_et_al.2008
RAD_33902,15,18,Pachon x Surface F2,20133201,20133296,NA,NA,NA,NA,Protas_et_al.2008
RAD_33902,15,18,Pachon x Surface F2,20133201,20133296,NA,NA,NA,NA,Protas_et_al.2008
RAD_33902,15,18,Pachon x Surface F2,20133201,20133296,NA,NA,NA,NA,Protas_et_al.2008
RAD_33902,15,18,Pachon x Surface F2,20133201,20133296,NA,NA,NA,NA,Protas_et_al.2007
RAD_33902,15,18,Pachon x Surface F2,20133201,20133296,NA,NA,NA,NA,Protas_et_al.2007
RAD_33902,15,18,Pachon x Surface F2,20133201,20133296,NA,NA,NA,NA,Protas_et_al.2007
RAD_33902,15,18,Pachon x Surface F2,20133201,20133296,NA,NA,NA,NA,Protas_et_al.2007
RAD_53327,15,18,Pachon x Surface F2,20537797,20537702,NA,NA,NA,NA,Protas_et_al.2008
RAD_53327,15,18,Pachon x Surface F2,20537797,20537702,NA,NA,NA,NA,Protas_et_al.2008
RAD_53327,15,18,Pachon x Surface F2,20537797,20537702,NA,NA,NA,NA,Protas_et_al.2008
RAD_53327,15,18,Pachon x Surface F2,20537797,20537702,NA,NA,NA,NA,Protas_et_al.2008
RAD_53327,15,18,Pachon x Surface F2,20537797,20537702,NA,NA,NA,NA,Protas_et_al.2008
RAD_53327,15,18,Pachon x Surface F2,20537797,20537702,NA,NA,NA,NA,Protas_et_al.2008
RAD_53327,15,18,Pachon x Surface F2,20537797,20537702,NA,NA,NA,NA,Protas_et_al.2007
RAD_53327,15,18,Pachon x Surface F2,20537797,20537702,NA,NA,NA,NA,Protas_et_al.2007
RAD_53327,15,18,Pachon x Surface F2,20537797,20537702,NA,NA,NA,NA,Protas_et_al.2007
RAD_53327,15,18,Pachon x Surface F2,20537797,20537702,NA,NA,NA,NA,Protas_et_al.2007
RAD_26335,15,18,Pachon x Surface F2,21889312,21889407,NA,NA,NA,NA,Protas_et_al.2008
RAD_26335,15,18,Pachon x Surface F2,21889312,21889407,NA,NA,NA,NA,Protas_et_al.2008
RAD_26335,15,18,Pachon x Surface F2,21889312,21889407,NA,NA,NA,NA,Protas_et_al.2008
RAD_26335,15,18,Pachon x Surface F2,21889312,21889407,NA,NA,NA,NA,Protas_et_al.2008
RAD_26335,15,18,Pachon x Surface F2,21889312,21889407,NA,NA,NA,NA,Protas_et_al.2008
RAD_26335,15,18,Pachon x Surface F2,21889312,21889407,NA,NA,NA,NA,Protas_et_al.2008
Am214D,15,18,Pachon x Surface F2,22259871,22259474,NA,NA,NA,NA,Protas_et_al.2008
Am214D,15,18,Pachon x Surface F2,22259871,22259474,NA,NA,NA,NA,Protas_et_al.2008
Am214D,15,18,Pachon x Surface F2,22259871,22259474,NA,NA,NA,NA,Protas_et_al.2008
Am214D,15,18,Pachon x Surface F2,22259871,22259474,NA,NA,NA,NA,Protas_et_al.2008
Am214D,15,18,Pachon x Surface F2,22259871,22259474,NA,NA,NA,NA,Protas_et_al.2008
Am214D,15,18,Pachon x Surface F2,22259871,22259474,NA,NA,NA,NA,Protas_et_al.2008
RAD_81018,15,18,Pachon x Surface F2,22762959,22763029,NA,NA,NA,NA,Protas_et_al.2008
RAD_81018,15,18,Pachon x Surface F2,22762959,22763029,NA,NA,NA,NA,Protas_et_al.2008
RAD_81018,15,18,Pachon x Surface F2,22762959,22763029,NA,NA,NA,NA,Protas_et_al.2008
RAD_81018,15,18,Pachon x Surface F2,22762959,22763029,NA,NA,NA,NA,Protas_et_al.2008
RAD_81018,15,18,Pachon x Surface F2,22762959,22763029,NA,NA,NA,NA,Protas_et_al.2008
RAD_81018,15,18,Pachon x Surface F2,22762959,22763029,NA,NA,NA,NA,Protas_et_al.2008
RAD_81018,15,18,Pachon x Surface F2,22762959,22763029,NA,NA,NA,NA,Protas_et_al.2007
RAD_81018,15,18,Pachon x Surface F2,22762959,22763029,NA,NA,NA,NA,Protas_et_al.2007
RAD_81018,15,18,Pachon x Surface F2,22762959,22763029,NA,NA,NA,NA,Protas_et_al.2007
RAD_81018,15,18,Pachon x Surface F2,22762959,22763029,NA,NA,NA,NA,Protas_et_al.2007
RAD_91430,15,18,Pachon x Surface F2,24213709,24213804,NA,NA,NA,NA,Protas_et_al.2008
RAD_91430,15,18,Pachon x Surface F2,24213709,24213804,NA,NA,NA,NA,Protas_et_al.2008
RAD_91430,15,18,Pachon x Surface F2,24213709,24213804,NA,NA,NA,NA,Protas_et_al.2008
RAD_91430,15,18,Pachon x Surface F2,24213709,24213804,NA,NA,NA,NA,Protas_et_al.2008
RAD_91430,15,18,Pachon x Surface F2,24213709,24213804,NA,NA,NA,NA,Protas_et_al.2008
RAD_91430,15,18,Pachon x Surface F2,24213709,24213804,NA,NA,NA,NA,Protas_et_al.2008
RAD_13265,15,18,Pachon x Surface F2,24725892,24725987,NA,NA,NA,NA,Protas_et_al.2008
RAD_13265,15,18,Pachon x Surface F2,24725892,24725987,NA,NA,NA,NA,Protas_et_al.2008
RAD_13265,15,18,Pachon x Surface F2,24725892,24725987,NA,NA,NA,NA,Protas_et_al.2008
RAD_13265,15,18,Pachon x Surface F2,24725892,24725987,NA,NA,NA,NA,Protas_et_al.2008
RAD_13265,15,18,Pachon x Surface F2,24725892,24725987,NA,NA,NA,NA,Protas_et_al.2008
RAD_13265,15,18,Pachon x Surface F2,24725892,24725987,NA,NA,NA,NA,Protas_et_al.2008
RAD_85641,15,18,Pachon x Surface F2,24740070,24739975,NA,NA,NA,NA,Protas_et_al.2008
RAD_85641,15,18,Pachon x Surface F2,24740070,24739975,NA,NA,NA,NA,Protas_et_al.2008
RAD_85641,15,18,Pachon x Surface F2,24740070,24739975,NA,NA,NA,NA,Protas_et_al.2008
RAD_85641,15,18,Pachon x Surface F2,24740070,24739975,NA,NA,NA,NA,Protas_et_al.2008
RAD_85641,15,18,Pachon x Surface F2,24740070,24739975,NA,NA,NA,NA,Protas_et_al.2008
RAD_85641,15,18,Pachon x Surface F2,24740070,24739975,NA,NA,NA,NA,Protas_et_al.2008
RAD_39920,15,18,Pachon x Surface F2,24752786,24752691,NA,NA,NA,NA,Protas_et_al.2008
RAD_39920,15,18,Pachon x Surface F2,24752786,24752691,NA,NA,NA,NA,Protas_et_al.2008
RAD_39920,15,18,Pachon x Surface F2,24752786,24752691,NA,NA,NA,NA,Protas_et_al.2008
RAD_39920,15,18,Pachon x Surface F2,24752786,24752691,NA,NA,NA,NA,Protas_et_al.2008
RAD_39920,15,18,Pachon x Surface F2,24752786,24752691,NA,NA,NA,NA,Protas_et_al.2008
RAD_39920,15,18,Pachon x Surface F2,24752786,24752691,NA,NA,NA,NA,Protas_et_al.2008
Am226E,15,18,Pachon x Surface F2,25390625,25390093,NA,NA,NA,NA,Protas_et_al.2008
Am226E,15,18,Pachon x Surface F2,25390625,25390093,NA,NA,NA,NA,Protas_et_al.2008
Am226E,15,18,Pachon x Surface F2,25390625,25390093,NA,NA,NA,NA,Protas_et_al.2008
Am226E,15,18,Pachon x Surface F2,25390625,25390093,NA,NA,NA,NA,Protas_et_al.2008
Am226E,15,18,Pachon x Surface F2,25390625,25390093,NA,NA,NA,NA,Protas_et_al.2008
Am226E,15,18,Pachon x Surface F2,25390625,25390093,NA,NA,NA,NA,Protas_et_al.2008
Am226E,15,18,Pachon x Surface F2,25390625,25390093,NA,NA,NA,NA,Protas_et_al.2007
Am226E,15,18,Pachon x Surface F2,25390625,25390093,NA,NA,NA,NA,Protas_et_al.2007
Am226E,15,18,Pachon x Surface F2,25390625,25390093,NA,NA,NA,NA,Protas_et_al.2007
Am226E,15,18,Pachon x Surface F2,25390625,25390093,NA,NA,NA,NA,Protas_et_al.2007
RAD_9864,15,18,Pachon x Surface F2,27585658,27585563,NA,NA,NA,NA,Protas_et_al.2008
RAD_9864,15,18,Pachon x Surface F2,27585658,27585563,NA,NA,NA,NA,Protas_et_al.2008
RAD_9864,15,18,Pachon x Surface F2,27585658,27585563,NA,NA,NA,NA,Protas_et_al.2008
RAD_9864,15,18,Pachon x Surface F2,27585658,27585563,NA,NA,NA,NA,Protas_et_al.2008
RAD_9864,15,18,Pachon x Surface F2,27585658,27585563,NA,NA,NA,NA,Protas_et_al.2008
RAD_9864,15,18,Pachon x Surface F2,27585658,27585563,NA,NA,NA,NA,Protas_et_al.2008
RAD_9864,15,18,Pachon x Surface F2,27585658,27585563,NA,NA,NA,NA,Protas_et_al.2007
RAD_9864,15,18,Pachon x Surface F2,27585658,27585563,NA,NA,NA,NA,Protas_et_al.2007
RAD_9864,15,18,Pachon x Surface F2,27585658,27585563,NA,NA,NA,NA,Protas_et_al.2007
RAD_9864,15,18,Pachon x Surface F2,27585658,27585563,NA,NA,NA,NA,Protas_et_al.2007
Am216D,15,14,Pachon x Surface F2,29872237,29872548,NA,NA,NA,NA,Protas_et_al.2008
Am216D,15,14,Pachon x Surface F2,29872237,29872548,NA,NA,NA,NA,Protas_et_al.2007
Am216D,15,14,Pachon x Texas Surface F2 and F3,29872237,29872548,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
Am216D,15,14,Pachon x Texas Surface F2 and F3,29872237,29872548,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2015
Am216D,15,14,NA,29872237,29872548,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
Am216D,15,14,Tinaja x Surface F2,29872237,29872548,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
Am216D,15,14,Pachon x Texas Surface F2,29872237,29872548,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_72696,16,13,Pachon x Surface F2,1145648,1145743,NA,NA,NA,NA,Protas_et_al.2008
shh,16,13,Pachon x Surface F2,1347819,1347213,NA,NA,NA,NA,Protas_et_al.2008
Am216E,16,13,Pachon x Surface F2,2219747,2220130,NA,NA,NA,NA,Protas_et_al.2008
NYU1,16,13,Pachon x Surface F2,18492532,18492768,NA,NA,NA,NA,Protas_et_al.2008
Am204D,16,13,Pachon x Surface F2,35816028,35815574,NA,NA,NA,NA,Protas_et_al.2008
Am239E,16,13,Pachon x Surface F2,39939592,39939089,NA,NA,NA,NA,Protas_et_al.2008
Am113C,17,16,Pachon x Surface F2,10114382,10115097,NA,NA,NA,NA,Protas_et_al.2008
Am113C,17,16,Pachon x Surface F2,10114382,10115097,NA,NA,NA,NA,Protas_et_al.2008
RAD_75211,17,16,Pachon x Surface F2,10777501,10777406,NA,NA,NA,NA,Protas_et_al.2008
RAD_75211,17,16,Pachon x Surface F2,10777501,10777406,NA,NA,NA,NA,Protas_et_al.2008
RAD_35696,17,16,Pachon x Surface F2,12831228,12831323,NA,NA,NA,NA,Protas_et_al.2008
RAD_35696,17,16,Pachon x Surface F2,12831228,12831323,NA,NA,NA,NA,Protas_et_al.2008
Am119A,17,16,Pachon x Surface F2,12960241,12959812,NA,NA,NA,NA,Protas_et_al.2008
Am119A,17,16,Pachon x Surface F2,12960241,12959812,NA,NA,NA,NA,Protas_et_al.2008
Am109C,17,16,Pachon x Surface F2,14819620,14818960,NA,NA,NA,NA,Protas_et_al.2008
Am109C,17,16,Pachon x Surface F2,14819620,14818960,NA,NA,NA,NA,Protas_et_al.2008
RAD_31443,17,16,Pachon x Surface F2,20848476,20848571,NA,NA,NA,NA,Protas_et_al.2007
RAD_31443,17,16,Pachon x Surface F2,20848476,20848571,NA,NA,NA,NA,Protas_et_al.2007
RAD_31443,17,16,Pachon x Surface F2,20848476,20848571,NA,NA,NA,NA,Protas_et_al.2007
RAD_31443,17,16,Pachon x Texas Surface F2 and F3,20848476,20848571,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
twhh,17,16,Pachon x Surface F2,21314921,21315380,NA,NA,NA,NA,Protas_et_al.2008
twhh,17,16,Pachon x Texas Surface F2 and F3,21314921,21315380,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
RAD_35532,17,17,NA,28017209,28017304,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
Am30B,18,5,Pachon x Surface F2,5990495,5991083,NA,NA,NA,NA,Protas_et_al.2008
Am30B,18,5,Pachon x Surface F2,5990495,5991083,NA,NA,NA,NA,Protas_et_al.2008
Am30B,18,5,Pachon x Surface F2,5990495,5991083,NA,NA,NA,NA,Protas_et_al.2008
Am30B,18,5,Pachon x Surface F2,5990495,5991083,NA,NA,NA,NA,Protas_et_al.2008
Am30B,18,5,Pachon x Surface F2,5990495,5991083,NA,NA,NA,NA,Protas_et_al.2008
Am30B,18,5,Pachon x Surface F2,5990495,5991083,NA,NA,NA,NA,Protas_et_al.2008
Am30B,18,5,Pachon x Surface F2,5990495,5991083,NA,NA,NA,NA,Protas_et_al.2007
Am30B,18,5,Pachon x Surface F2,5990495,5991083,NA,NA,NA,NA,Protas_et_al.2007
Am30B,18,5,Pachon x Surface F2,5990495,5991083,NA,NA,NA,NA,Protas_et_al.2007
Am30B,18,5,Pachon x Surface F2,5990495,5991083,NA,NA,NA,NA,Protas_et_al.2007
Am101A,18,5,Pachon x Surface F2,8675769,8676557,NA,NA,NA,NA,Protas_et_al.2008
Am101A,18,5,Pachon x Surface F2,8675769,8676557,NA,NA,NA,NA,Protas_et_al.2008
Am101A,18,5,Pachon x Surface F2,8675769,8676557,NA,NA,NA,NA,Protas_et_al.2008
Am101A,18,5,Pachon x Surface F2,8675769,8676557,NA,NA,NA,NA,Protas_et_al.2008
Am101A,18,5,Pachon x Surface F2,8675769,8676557,NA,NA,NA,NA,Protas_et_al.2008
Am101A,18,5,Pachon x Surface F2,8675769,8676557,NA,NA,NA,NA,Protas_et_al.2008
Am101A,18,5,Pachon x Surface F2,8675769,8676557,NA,NA,NA,NA,Protas_et_al.2007
Am101A,18,5,Pachon x Surface F2,8675769,8676557,NA,NA,NA,NA,Protas_et_al.2007
Am101A,18,5,Pachon x Surface F2,8675769,8676557,NA,NA,NA,NA,Protas_et_al.2007
Am101A,18,5,Pachon x Surface F2,8675769,8676557,NA,NA,NA,NA,Protas_et_al.2007
Am230D,18,5,Pachon x Surface F2,10069826,10069295,NA,NA,NA,NA,Protas_et_al.2008
Am230D,18,5,Pachon x Surface F2,10069826,10069295,NA,NA,NA,NA,Protas_et_al.2008
Am230D,18,5,Pachon x Surface F2,10069826,10069295,NA,NA,NA,NA,Protas_et_al.2008
Am230D,18,5,Pachon x Surface F2,10069826,10069295,NA,NA,NA,NA,Protas_et_al.2008
Am230D,18,5,Pachon x Surface F2,10069826,10069295,NA,NA,NA,NA,Protas_et_al.2008
Am230D,18,5,Pachon x Surface F2,10069826,10069295,NA,NA,NA,NA,Protas_et_al.2008
Am230D,18,5,Pachon x Surface F2,10069826,10069295,NA,NA,NA,NA,Protas_et_al.2007
Am230D,18,5,Pachon x Surface F2,10069826,10069295,NA,NA,NA,NA,Protas_et_al.2007
Am230D,18,5,Pachon x Surface F2,10069826,10069295,NA,NA,NA,NA,Protas_et_al.2007
Am230D,18,5,Pachon x Surface F2,10069826,10069295,NA,NA,NA,NA,Protas_et_al.2007
Am15C,18,5,Pachon x Surface F2,13039511,13040115,NA,NA,NA,NA,Protas_et_al.2008
Am15C,18,5,Pachon x Surface F2,13039511,13040115,NA,NA,NA,NA,Protas_et_al.2008
Am15C,18,5,Pachon x Surface F2,13039511,13040115,NA,NA,NA,NA,Protas_et_al.2008
Am15C,18,5,Pachon x Surface F2,13039511,13040115,NA,NA,NA,NA,Protas_et_al.2008
Am15C,18,5,Pachon x Surface F2,13039511,13040115,NA,NA,NA,NA,Protas_et_al.2008
Am15C,18,5,Pachon x Surface F2,13039511,13040115,NA,NA,NA,NA,Protas_et_al.2008
Am26C,18,5,Pachon x Surface F2,13467341,13466970,NA,NA,NA,NA,Protas_et_al.2008
Am26C,18,5,Pachon x Surface F2,13467341,13466970,NA,NA,NA,NA,Protas_et_al.2008
Am26C,18,5,Pachon x Surface F2,13467341,13466970,NA,NA,NA,NA,Protas_et_al.2008
Am26C,18,5,Pachon x Surface F2,13467341,13466970,NA,NA,NA,NA,Protas_et_al.2008
Am26C,18,5,Pachon x Surface F2,13467341,13466970,NA,NA,NA,NA,Protas_et_al.2008
Am26C,18,5,Pachon x Surface F2,13467341,13466970,NA,NA,NA,NA,Protas_et_al.2008
Am101B,18,5,Pachon x Surface F2,13940454,13941497,NA,NA,NA,NA,Protas_et_al.2008
Am101B,18,5,Pachon x Surface F2,13940454,13941497,NA,NA,NA,NA,Protas_et_al.2008
Am101B,18,5,Pachon x Surface F2,13940454,13941497,NA,NA,NA,NA,Protas_et_al.2008
Am101B,18,5,Pachon x Surface F2,13940454,13941497,NA,NA,NA,NA,Protas_et_al.2008
Am101B,18,5,Pachon x Surface F2,13940454,13941497,NA,NA,NA,NA,Protas_et_al.2008
Am101B,18,5,Pachon x Surface F2,13940454,13941497,NA,NA,NA,NA,Protas_et_al.2008
Am106A,18,5,Pachon x Surface F2,13954459,13955217,NA,NA,NA,NA,Protas_et_al.2008
Am106A,18,5,Pachon x Surface F2,13954459,13955217,NA,NA,NA,NA,Protas_et_al.2008
Am106A,18,5,Pachon x Surface F2,13954459,13955217,NA,NA,NA,NA,Protas_et_al.2008
Am106A,18,5,Pachon x Surface F2,13954459,13955217,NA,NA,NA,NA,Protas_et_al.2008
Am106A,18,5,Pachon x Surface F2,13954459,13955217,NA,NA,NA,NA,Protas_et_al.2008
Am106A,18,5,Pachon x Surface F2,13954459,13955217,NA,NA,NA,NA,Protas_et_al.2008
Am216A,18,5,Pachon x Surface F2,16125163,16125698,NA,NA,NA,NA,Protas_et_al.2008
Am123B,18,5,Pachon x Surface F2,16125278,16125698,NA,NA,NA,NA,Protas_et_al.2008
Am123B,18,5,Pachon x Surface F2,16125278,16125698,NA,NA,NA,NA,Protas_et_al.2008
Am123B,18,5,Pachon x Surface F2,16125278,16125698,NA,NA,NA,NA,Protas_et_al.2008
Am123B,18,5,Pachon x Surface F2,16125278,16125698,NA,NA,NA,NA,Protas_et_al.2008
Am123B,18,5,Pachon x Surface F2,16125278,16125698,NA,NA,NA,NA,Protas_et_al.2008
Am123B,18,5,Pachon x Surface F2,16125278,16125698,NA,NA,NA,NA,Protas_et_al.2008
Am229E,18,5,Pachon x Surface F2,16373765,16373343,NA,NA,NA,NA,Protas_et_al.2008
JK_1855.38r,19,NA,Tinaja x Surface F2,369465,369560,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
Am19C,19,11,Tinaja x Surface F2,2022378,2022976,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
Am19C,19,11,Tinaja x Surface F2,2022378,2022976,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
Am19C,19,11,Pachon x Texas Surface F2,2022378,2022976,NA,NA,NA,NA,O.Quin.et.al.2012
JK_837.38r,19,NA,Tinaja x Surface F2,2476881,2476976,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
JK_837.38r,19,NA,Tinaja x Surface F2,2476881,2476976,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_73250,19,11,Tinaja x Surface F2,4142293,4142391,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_73250,19,11,Tinaja x Surface F2,4142293,4142391,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_73250,19,11,Pachon x Texas Surface F2,4142293,4142391,NA,NA,NA,NA,O.Quin.et.al.2012
Am215D,19,11,Tinaja x Surface F2,4616656,4616244,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
Am215D,19,11,Tinaja x Surface F2,4616656,4616244,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
Am215D,19,11,Pachon x Texas Surface F2,4616656,4616244,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_39121,19,11,Tinaja x Surface F2,5271650,5271744,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_39121,19,11,Tinaja x Surface F2,5271650,5271744,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_39121,19,11,Pachon x Texas Surface F2,5271650,5271744,NA,NA,NA,NA,O.Quin.et.al.2012
JK_404.31r,19,NA,Tinaja x Surface F2,5301073,5300978,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
JK_404.31r,19,NA,Tinaja x Surface F2,5301073,5300978,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_23092,19,11,Pachon x Texas Surface F2,5891754,5891849,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_30959,19,11,Pachon x Texas Surface F2,7961099,7961194,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_37938,19,11,Pachon x Texas Surface F2,8131566,8131661,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_19903,19,11,Tinaja x Surface F2,8666053,8666148,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_19903,19,11,Tinaja x Surface F2,8666053,8666148,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
