"Scaffold","Start_Locus","End_Locus","Gene_ID","Gene_Name"
"15",18741655,18758452,"ENSAMXG00000029406","ensembl"
"15",18769598,18786557,"ENSAMXG00000037968","rnf150b"
"15",18826304,18830892,"ENSAMXG00000005332","anapc10"
"15",18832783,18853022,"ENSAMXG00000005866","abce1"
"15",18850227,18850541,"ENSAMXG00000031483","ensembl"
"15",18853011,18886917,"ENSAMXG00000031656","ensembl"
"15",18886671,18911238,"ENSAMXG00000005370","ensembl"
"15",18910282,18923981,"ENSAMXG00000030500","ensembl"
"15",18924992,18947269,"ENSAMXG00000005388","slc10a7"
"15",18953640,18963442,"ENSAMXG00000031184","ensembl"
"15",18971936,18984625,"ENSAMXG00000034882","ensembl"
"15",18978189,18979791,"ENSAMXG00000031558","ensembl"
"15",18986222,18989863,"ENSAMXG00000029927","ensembl"
"15",18998316,18999987,"ENSAMXG00000034885","ensembl"
"15",19083710,19174595,"ENSAMXG00000002643","cntn3a.1"
"15",19174767,19194161,"ENSAMXG00000009159","cntn3a.1"
"15",19200338,19260307,"ENSAMXG00000002656","si:dkey-178k16.1"
"15",19347127,19363165,"ENSAMXG00000036484","edn3b"
"15",19380236,19392878,"ENSAMXG00000029226","ttll9"
"15",19395573,19397148,"ENSAMXG00000042519","fam217b"
"15",19398652,19401647,"ENSAMXG00000041716","ppp1r3da"
"15",19430825,19460655,"ENSAMXG00000029319","phactr3a"
"15",19944825,20134068,"ENSAMXG00000030169","sulf2b"
"15",19978456,19982648,"ENSAMXG00000029781","ensembl"
"15",20135276,20242053,"ENSAMXG00000002093","si:ch211-218g4.2"
"15",20253005,20284825,"ENSAMXG00000002136","phf20b"
"15",20292872,20403212,"ENSAMXG00000043104","ndrg3b"
"15",20414769,20430559,"ENSAMXG00000002220","sla2"
"15",20438862,20484290,"ENSAMXG00000002261","cables2b"
"15",20489481,20519361,"ENSAMXG00000002274","ccm2l"
"15",20530092,20649115,"ENSAMXG00000030852","xkr7"
"15",20715353,20719961,"ENSAMXG00000043901","sox18"
"15",20767089,20782081,"ENSAMXG00000002373","tcea2"
"15",20802798,20821612,"ENSAMXG00000002442","rgs19"
"15",20888681,20896580,"ENSAMXG00000043421","LKAAEAR1"
"15",21171696,21252080,"ENSAMXG00000036124","oprl1"
"15",21368407,21373165,"ENSAMXG00000026093","npbwr2a"
"15",21615631,21617851,"ENSAMXG00000041831","ensembl"
"15",21779462,21859069,"ENSAMXG00000002473","myt1b"
"15",21869799,21879146,"ENSAMXG00000002506","PCMTD2"
"15",21886044,21894243,"ENSAMXG00000002528","kif3b"
"15",21898693,21906773,"ENSAMXG00000002563","pofut1"
"15",21924188,21987885,"ENSAMXG00000002660","plagl2"
"15",22002378,22024183,"ENSAMXG00000002735","tm9sf4"
"15",22011851,22012978,"ENSAMXG00000038605","ensembl"
"15",22025909,22060499,"ENSAMXG00000036151","hck"
"15",22073936,22093027,"ENSAMXG00000003140","rbbp8l"
"15",22157686,22167582,"ENSAMXG00000031119","gata5"
"15",22368927,22372789,"ENSAMXG00000037009","ensembl"
"15",22383446,22391478,"ENSAMXG00000040392","ensembl"
"15",22398520,22401755,"ENSAMXG00000026094","ensembl"
"15",22404561,22407686,"ENSAMXG00000040174","ensembl"
"15",22410974,22414882,"ENSAMXG00000037414","ensembl"
"15",22420237,22422499,"ENSAMXG00000030995","ensembl"
"15",22427909,22486222,"ENSAMXG00000003400","slco4a1"
"15",22476334,22480166,"ENSAMXG00000035049","ensembl"
"15",22582565,22661283,"ENSAMXG00000003510","ntsr1"
"15",22771850,22801120,"ENSAMXG00000039027","snphb"
"15",22810094,22838300,"ENSAMXG00000003567","sdcbp2"
"15",22838489,22848001,"ENSAMXG00000036550","fkbp1ab"
"15",22857980,22889740,"ENSAMXG00000019911","si:ch211-224l10.4"
"15",22899306,22900328,"ENSAMXG00000038950","ensembl"
"15",22902057,22917726,"ENSAMXG00000019871","si:rp71-1k13.6"
"15",22910893,22913800,"ENSAMXG00000019820","ensembl"
"15",22917681,22935298,"ENSAMXG00000043242","dnmt3bb.2"
"15",22941127,22974359,"ENSAMXG00000019567","dnmt3bb.1"
"15",23004511,23010470,"ENSAMXG00000019485","commd7"
"15",23049159,23208503,"ENSAMXG00000019440","nol4lb"
"15",23218365,23240367,"ENSAMXG00000040866","ensembl"
"15",23240468,23252989,"ENSAMXG00000019372","ptk6b"
"15",23452518,23456078,"ENSAMXG00000043497","bhlhe23"
"15",23585963,23599318,"ENSAMXG00000042394","rnd1a"
"15",23624374,23630942,"ENSAMXG00000018930","prim1"
"15",23628142,23640682,"ENSAMXG00000018840","tfip11"
"15",23642017,23658569,"ENSAMXG00000034011","ensembl"
"15",23653090,23653165,"ENSAMXG00000027132","ensembl"
"15",23653647,23653720,"ENSAMXG00000026849","ensembl"
"15",23656374,23657151,"ENSAMXG00000037526","si:ch73-390p7.2"
"15",23662648,23670971,"ENSAMXG00000032058","ensembl"
"15",23671430,23706497,"ENSAMXG00000018756","NFASC"
"15",23717090,23727709,"ENSAMXG00000039071","ensembl"
"15",23726176,23736416,"ENSAMXG00000018575","pm20d1.2"
"15",23739257,23756153,"ENSAMXG00000018445","zgc:92287"
"15",23763439,23767968,"ENSAMXG00000043288","ensembl"
"15",23790141,23800507,"ENSAMXG00000018390","mfsd4ab"
"15",23801339,23810939,"ENSAMXG00000029190","nucks1b"
"15",23812207,23817441,"ENSAMXG00000042956","ensembl"
"15",23815657,23833531,"ENSAMXG00000018098","UBA3"
"15",23834215,23856928,"ENSAMXG00000042763","ensembl"
"15",23868124,24030188,"ENSAMXG00000031404","tafa1a"
"15",23906191,23917225,"ENSAMXG00000031718","ensembl"
"15",23929386,23934163,"ENSAMXG00000034060","ensembl"
"15",24049839,24050270,"ENSAMXG00000031335","ensembl"
"15",24121005,24128605,"ENSAMXG00000031796","hsd17b10"
"15",24147513,24167309,"ENSAMXG00000017956","fam120c"
"15",24169192,24186367,"ENSAMXG00000017951","IDH3G"
"15",24272641,24294478,"ENSAMXG00000017936","avpr2ab"
"15",24319628,24327921,"ENSAMXG00000017873","sephs2"
"15",24330729,24336695,"ENSAMXG00000037693","ssr4"
"15",24339217,24350448,"ENSAMXG00000017836","ikbkg"
"15",24352935,24358202,"ENSAMXG00000017804","zgc:158296"
"15",24359078,24400255,"ENSAMXG00000017647","arhgap4b"
"15",24417598,24425226,"ENSAMXG00000035789","zgc:103759"
"15",24458264,24479813,"ENSAMXG00000017528","myh7bb"
"15",24477819,24494403,"ENSAMXG00000017255","trpc4apb"
"15",165864,248657,"ENSAMXG00000000696","slc9a8"
"15",24496573,24502822,"ENSAMXG00000017022","emp3b"
"15",24502843,24511213,"ENSAMXG00000031552","nsfl1c"
"15",171022,174921,"ENSAMXG00000035135","ensembl"
"15",24574226,24575599,"ENSAMXG00000030356","FAM110A"
"15",24618223,24662033,"ENSAMXG00000030429","cox4i2"
"15",24619501,24629062,"ENSAMXG00000032777","ensembl"
"15",24649318,24654505,"ENSAMXG00000033169","ensembl"
"15",24665891,24699553,"ENSAMXG00000031499","bcl2l1"
"15",258643,322375,"ENSAMXG00000039952","b4galt5"
"15",24707427,24749527,"ENSAMXG00000016371","ensembl"
"15",346530,354073,"ENSAMXG00000034477","EMILIN3"
"15",393738,394613,"ENSAMXG00000034448","ensembl"
"15",567826,574295,"ENSAMXG00000017993","aar2"
"15",574993,593877,"ENSAMXG00000018000","zgc:113278"
"15",24732385,24802999,"ENSAMXG00000041495","fkbpl"
"15",734569,773860,"ENSAMXG00000042747","NCOA3"
"15",24755603,24794370,"ENSAMXG00000040762","pard6b"
"15",24806297,24808301,"ENSAMXG00000016057","ebp"
"15",24812057,24818378,"ENSAMXG00000033905","ccdc115"
"15",24817118,24820285,"ENSAMXG00000016012","si:dkey-109j17.5"
"15",24824353,24826844,"ENSAMXG00000015966","apobec2b"
"15",24829345,24836741,"ENSAMXG00000036254","oard1"
"15",24841476,24847074,"ENSAMXG00000041592","guca1b"
"15",777958,794277,"ENSAMXG00000008801","BFAR"
"15",24861121,25009083,"ENSAMXG00000015824","klhdc8b"
"15",799411,799593,"ENSAMXG00000043112","ensembl"
"15",25016159,25018910,"ENSAMXG00000033193","ensembl"
"15",810242,818965,"ENSAMXG00000003101","srsf6a"
"15",25024321,25043783,"ENSAMXG00000015505","tasorb"
"15",822790,852190,"ENSAMXG00000030188","l3mbtl1a"
"15",25044422,25053048,"ENSAMXG00000015403","asb14b"
"15",858605,876489,"ENSAMXG00000008828","sgk2a"
"15",25054245,25097246,"ENSAMXG00000014371","dnah12"
"15",887081,903161,"ENSAMXG00000008837","ensembl"
"15",908533,914533,"ENSAMXG00000029865","adtrp1"
"15",925748,934576,"ENSAMXG00000008851","ptpdc1b"
"15",938632,955004,"ENSAMXG00000008861","zgc:171857"
"15",962529,987534,"ENSAMXG00000030245","wnt7ab"
"15",1075622,1092197,"ENSAMXG00000034327","ensembl"
"15",1093336,1158568,"ENSAMXG00000042741","ensembl"
"15",1175836,1253217,"ENSAMXG00000029488","nup210"
"15",25057619,25060742,"ENSAMXG00000039356","ensembl"
"15",25100383,25113628,"ENSAMXG00000036282","atp6ap1lb"
"15",25119759,25120781,"ENSAMXG00000041700","ensembl"
"15",25123414,25131926,"ENSAMXG00000013746","slmapb"
"15",25135918,25173767,"ENSAMXG00000013661","flnb"
"15",1270190,1590100,"ENSAMXG00000001027","IQSEC1"
"15",25175256,25182852,"ENSAMXG00000043412","abhd6b"
"15",25182873,25185125,"ENSAMXG00000013565","kctd6b"
"15",25185129,25189542,"ENSAMXG00000037262","smim4"
"15",25190147,25199172,"ENSAMXG00000043851","ognb"
"15",25202485,25203624,"ENSAMXG00000013441","ensembl"
"15",25205525,25221688,"ENSAMXG00000043674","dnase1l1"
"15",25212360,25213382,"ENSAMXG00000037190","ensembl"
"15",25218283,25221161,"ENSAMXG00000030047","rpl10"
"15",1608235,1615769,"ENSAMXG00000032363","cnbpa"
"15",25218533,25218667,"ENSAMXG00000026558","SNORA70"
"15",1608615,1609562,"ENSAMXG00000026018","gp9"
"15",25219222,25219355,"ENSAMXG00000027145","SNORA70"
"15",1620481,1641299,"ENSAMXG00000001055","raf1a"
"15",25262698,25295382,"ENSAMXG00000013411","flna"
"15",1656854,1668636,"ENSAMXG00000043189","ensembl"
"15",1687614,1691096,"ENSAMXG00000041369","ensembl"
"15",1691213,1693465,"ENSAMXG00000043621","ensembl"
"15",1708534,1759676,"ENSAMXG00000001126","syn2a"
"15",1764608,1771174,"ENSAMXG00000038300","vgll4a"
"15",25302645,25309245,"ENSAMXG00000033874","emd"
"15",25308370,25311319,"ENSAMXG00000013402","ensembl"
"15",25309450,25317335,"ENSAMXG00000043619","haus7"
"15",1851292,1882518,"ENSAMXG00000009126","slc6a1a"
"15",1969827,1984526,"ENSAMXG00000035577","tnnc1a"
"15",25323981,25388457,"ENSAMXG00000013300","atp2b3b"
"15",2007056,2018910,"ENSAMXG00000009113","atp6ap1a"
"15",2020859,2032130,"ENSAMXG00000043118","taz"
"15",2033338,2047952,"ENSAMXG00000039739","si:dkey-150i13.2"
"15",2051930,2068576,"ENSAMXG00000009105","GDI1"
"15",25419321,25426871,"ENSAMXG00000033281","ccnq"
"15",2084823,2194613,"ENSAMXG00000036749","pacsin1a"
"15",2212096,2232878,"ENSAMXG00000040721","SPDEF"
"15",25427466,25434640,"ENSAMXG00000013275","cfap126"
"15",2256718,2268162,"ENSAMXG00000032528","ILRUN"
"15",25434661,25441573,"ENSAMXG00000013257","b4galt3"
"15",25446620,25462172,"ENSAMXG00000013240","bgnb"
"15",2268534,2291740,"ENSAMXG00000032438","hm13"
"15",25486060,25546256,"ENSAMXG00000013191","tnnc1b"
"15",25501304,25530061,"ENSAMXG00000013221","si:dkey-32e6.6"
"15",25546115,25556151,"ENSAMXG00000013176","tktb"
"15",25556172,25561777,"ENSAMXG00000034263","lrrc23"
"15",25564634,25565641,"ENSAMXG00000031907","ensembl"
"15",25566432,25569393,"ENSAMXG00000013163","si:dkey-32e6.3"
"15",2397777,2400512,"ENSAMXG00000031705","ensembl"
"15",2406085,2420391,"ENSAMXG00000012845","ndnl2"
"15",25571321,25594663,"ENSAMXG00000013109","usp19"
"15",2434544,2481710,"ENSAMXG00000012863","ensembl"
"15",2485796,2487046,"ENSAMXG00000029156","ensembl"
"15",2494375,2541286,"ENSAMXG00000012871","ensembl"
"15",25596447,25647362,"ENSAMXG00000013033","lamb2"
"15",25649591,25724062,"ENSAMXG00000012954","lamb2l"
"15",25727253,25730057,"ENSAMXG00000029152","si:rp71-17i16.6"
"15",25744890,25760744,"ENSAMXG00000012902","si:rp71-17i16.5"
"15",2625642,2668987,"ENSAMXG00000037576","klf15"
"15",25772881,25773975,"ENSAMXG00000039709","ensembl"
"15",25773967,25797173,"ENSAMXG00000012883","TNNC2"
"15",2697233,2745077,"ENSAMXG00000043995","cpne9"
"15",25799535,25801853,"ENSAMXG00000012860","tnnc2"
"15",2794115,2824132,"ENSAMXG00000012891","cmtr1"
"15",25805171,25805545,"ENSAMXG00000025626","taf13"
"15",25808986,25860556,"ENSAMXG00000012384","ensembl"
"15",25864201,25869813,"ENSAMXG00000030726","dpm1"
"15",25874062,25879194,"ENSAMXG00000012100","adnpb"
"15",25905417,25985655,"ENSAMXG00000033323","camkvl"
"15",2848026,2913675,"ENSAMXG00000031988","fbxo25"
"15",25986800,26009111,"ENSAMXG00000015276","uba1"
"15",2849873,2881386,"ENSAMXG00000039410","si:ch211-225h24.2"
"15",2929541,2931304,"ENSAMXG00000014298","fam110c"
"15",2949454,2986069,"ENSAMXG00000040715","acp1"
"15",3091093,3096890,"ENSAMXG00000039637","tmem18"
"15",3100273,3104460,"ENSAMXG00000036724","ankrd52a"
"15",26010600,26027018,"ENSAMXG00000037715","arhgef3l"
"15",26032641,26040296,"ENSAMXG00000015215","usp21"
"15",3293013,3341282,"ENSAMXG00000005545","dgkaa"
"15",26042796,26052698,"ENSAMXG00000015187","ccdc30"
"15",26052719,26058248,"ENSAMXG00000040131","ccdc30"
"15",3350178,3384215,"ENSAMXG00000041471","grasp"
"15",26067141,26079293,"ENSAMXG00000015158","znf362b"
"15",26082270,26098885,"ENSAMXG00000015128","si:ch211-112c15.8"
"15",26104786,26113976,"ENSAMXG00000015114","ttc34"
"15",26115482,26129537,"ENSAMXG00000015042","MMEL1"
"15",3451502,3458476,"ENSAMXG00000011156","nr4a1"
"15",3485177,3486109,"ENSAMXG00000042213","rprm3"
"15",3493521,3514313,"ENSAMXG00000038346","zgc:56699"
"15",3516488,3534229,"ENSAMXG00000029546","letmd1"
"15",26130342,26251742,"ENSAMXG00000024813","megf6a"
"15",3533824,3565069,"ENSAMXG00000037489","cd63"
"15",3570157,3581378,"ENSAMXG00000042604","mylk2"
"15",3591006,3603954,"ENSAMXG00000005456","tpx2"
"15",26265326,26345158,"ENSAMXG00000043478","kcnab2b"
"15",3601319,3606275,"ENSAMXG00000034566","trappc6b"
"15",3610863,3612029,"ENSAMXG00000025935","plagx"
"15",3622264,3640517,"ENSAMXG00000005418","pan2"
"15",3651604,3653706,"ENSAMXG00000041004","ensembl"
"15",3655281,3661883,"ENSAMXG00000034523","ormdl2"
"15",26422124,26503324,"ENSAMXG00000042981","pax7b"
"15",26524048,26530051,"ENSAMXG00000041441","ERRFI1"
"15",26557213,26571553,"ENSAMXG00000024809","zgc:154075"
"15",3663324,3684102,"ENSAMXG00000035957","nemp1"
"15",26571648,26584439,"ENSAMXG00000024808","emc1"
"15",3668797,3673598,"ENSAMXG00000005407","nemp1"
"15",3706822,3713324,"ENSAMXG00000005394","si:dkey-126g1.7"
"15",3725850,3725970,"ENSAMXG00000035913","5S_rRNA"
"15",26585659,26645093,"ENSAMXG00000024807","ubr4"
"15",3726942,3727104,"ENSAMXG00000030212","U1"
"15",3729563,3729681,"ENSAMXG00000033333","5S_rRNA"
"15",3730402,3730520,"ENSAMXG00000033527","5S_rRNA"
"15",3730807,3730925,"ENSAMXG00000038702","5S_rRNA"
"15",3735117,3735232,"ENSAMXG00000027248","5S_rRNA"
"15",3735693,3735856,"ENSAMXG00000036717","U1"
"15",3740416,3744882,"ENSAMXG00000004220","armc1l"
"15",3745529,3757898,"ENSAMXG00000004238","mtfr2"
"15",3831885,3852266,"ENSAMXG00000004244","myb"
"15",26647953,26684261,"ENSAMXG00000043433","iffo2a"
"15",3864832,3924315,"ENSAMXG00000004260","hbs1l"
"15",26689107,26698491,"ENSAMXG00000024804","tas1r1"
"15",26701023,26703015,"ENSAMXG00000031700","her12"
"15",26708072,26720433,"ENSAMXG00000030851","ensembl"
"15",26711977,26712591,"ENSAMXG00000040683","ensembl"
"15",26719824,26724991,"ENSAMXG00000037638","ensembl"
"15",26722845,26723890,"ENSAMXG00000041891","si:ch73-21g5.7"
"15",26727376,26741855,"ENSAMXG00000040664","si:dkey-1c11.1"
"15",4251112,4290210,"ENSAMXG00000004355","eya4"
"15",26747057,26752802,"ENSAMXG00000035520","icmt"
"15",26755623,26769843,"ENSAMXG00000024799","rnf207b"
"15",26770012,26773698,"ENSAMXG00000038704","ensembl"
"15",26773977,26787325,"ENSAMXG00000003706","rcc2"
"15",26811829,26813925,"ENSAMXG00000039612","ensembl"
"15",26816809,26870995,"ENSAMXG00000024797","arhgef10lb"
"15",26878879,26900399,"ENSAMXG00000029393","igsf21b"
"15",4291474,4297564,"ENSAMXG00000035998","rps12"
"15",4295282,4295364,"ENSAMXG00000026632","ensembl"
"15",4295621,4295706,"ENSAMXG00000027173","ensembl"
"15",4296036,4296114,"ENSAMXG00000032030","ensembl"
"15",4299658,4304112,"ENSAMXG00000039895","ensembl"
"15",26902324,26913571,"ENSAMXG00000024795","dhrs3a"
"15",4309795,4329661,"ENSAMXG00000037764","sh3bgrl2"
"15",26924487,26990598,"ENSAMXG00000024794","vps13d"
"15",4330440,4352635,"ENSAMXG00000039992","lca5"
"15",4352910,4372379,"ENSAMXG00000004392","hmgn3"
"15",4383557,4434924,"ENSAMXG00000004407","phip"
"15",4443118,4452086,"ENSAMXG00000039347","si:dkey-261l7.2"
"15",27179751,27190933,"ENSAMXG00000024788","lactbl1a"
"15",27196218,27197962,"ENSAMXG00000032942","ensembl"
"15",4451424,4460323,"ENSAMXG00000042727","irak1bp1"
"15",4504563,4506623,"ENSAMXG00000031393","ensembl"
"15",4546260,4558160,"ENSAMXG00000036788","tbx18"
"15",4606237,4622157,"ENSAMXG00000004435","si:ch211-197l9.5"
"15",27202592,27259857,"ENSAMXG00000024785","eif4g3b"
"15",4629965,4720653,"ENSAMXG00000004455","adcy6b"
"15",4764509,4777980,"ENSAMXG00000004503","cacnb3b"
"15",27263655,27331576,"ENSAMXG00000024784","phc2a"
"15",27331652,27370955,"ENSAMXG00000024783","slc2a1a"
"15",27417416,27518931,"ENSAMXG00000041806","rap1gap"
"15",4810844,4830577,"ENSAMXG00000019017","rnd1b"
"15",4869901,4884471,"ENSAMXG00000029886","zgc:66440"
"15",4880173,4893724,"ENSAMXG00000004536","ptges3a"
"15",4901089,4907018,"ENSAMXG00000034729","mipa"
"15",4914879,4960108,"ENSAMXG00000040035","stat6"
"15",4991227,4998226,"ENSAMXG00000025605","FIGNL2"
"15",27453749,27454198,"ENSAMXG00000033833","ensembl"
"15",5120923,5212409,"ENSAMXG00000004617","scn8aa"
"15",27574864,27583207,"ENSAMXG00000039905","spsb1"
"15",27649363,27649427,"ENSAMXG00000027246","ensembl"
"15",27654913,27666762,"ENSAMXG00000034944","gpr157"
"15",27676561,27694213,"ENSAMXG00000024779","slc2a5"
"15",27697722,27715234,"ENSAMXG00000031060","ca6"
"15",27736613,27753109,"ENSAMXG00000024777","eno1a"
"15",27870157,27873584,"ENSAMXG00000042465","ensembl"
"15",27989472,27996944,"ENSAMXG00000033334","tent5ab"
"15",28038725,28040029,"ENSAMXG00000024981","PRSS35"
"15",28042189,28054421,"ENSAMXG00000010825","tcp1"
"15",28050948,28051087,"ENSAMXG00000026916","ensembl"
"15",28089580,28117523,"ENSAMXG00000010782","PLEKHG1"
"15",28182952,28205353,"ENSAMXG00000010740","ensembl"
"15",28205499,28210772,"ENSAMXG00000031802","ensembl"
"15",28212432,28212635,"ENSAMXG00000005148","ensembl"
"15",28213927,28220513,"ENSAMXG00000035322","ensembl"
"15",28226935,28244767,"ENSAMXG00000038049","ensembl"
"15",5224439,5238445,"ENSAMXG00000004667","tmprss12"
"15",28363515,28369115,"ENSAMXG00000034579","ensembl"
"15",28380591,28406813,"ENSAMXG00000037466","ensembl"
"15",28411012,28447093,"ENSAMXG00000004309","nfxl1"
"15",28469319,28491064,"ENSAMXG00000004363","corin"
"15",5240793,5273017,"ENSAMXG00000004682","dip2ba"
"15",28501790,28522672,"ENSAMXG00000004397","ensembl"
"15",28540797,28556312,"ENSAMXG00000004426","ensembl"
"15",5352734,5388309,"ENSAMXG00000004711","atf7a"
"15",5419072,5425564,"ENSAMXG00000039046","asb8"
"15",5427308,5455204,"ENSAMXG00000036493","larp4aa"
"15",28564193,28577676,"ENSAMXG00000004449","CDKL2"
"15",28578664,28597904,"ENSAMXG00000004459","G3BP2"
"15",5456636,5474213,"ENSAMXG00000012901","ensembl"
"15",5476346,5493181,"ENSAMXG00000012908","pfkma"
"15",28616068,28625009,"ENSAMXG00000019769","txk"
"15",5492379,5507956,"ENSAMXG00000033335","ensembl"
"15",28656255,28688879,"ENSAMXG00000019793","tec"
"15",5508706,5520627,"ENSAMXG00000012939","phf8"
"15",28689139,28705088,"ENSAMXG00000019819","si:ch73-106g13.1"
"15",5532290,5539864,"ENSAMXG00000016434","arf3a"
"15",5543160,5557793,"ENSAMXG00000012965","wnt10b"
"15",28712713,28740664,"ENSAMXG00000019848","zgc:158659"
"15",5566199,5581217,"ENSAMXG00000036706","wnt1"
"15",5571543,5614766,"ENSAMXG00000012992","ikzf4"
"15",28746769,28763113,"ENSAMXG00000019882","ensembl"
"15",5598921,5603541,"ENSAMXG00000037386","ensembl"
"15",5620272,5629131,"ENSAMXG00000013000","dnajc22"
"15",28766441,28784110,"ENSAMXG00000033849","MEPCE"
"15",5630654,5672457,"ENSAMXG00000013009","lmbr1l"
"15",5684846,5697018,"ENSAMXG00000031136","dhh"
"15",5706721,5739884,"ENSAMXG00000013022","kmt2d"
"15",5747295,5784697,"ENSAMXG00000038420","acvr1ba"
"15",5791130,5809231,"ENSAMXG00000031972","acvrl1"
"15",5828363,5836202,"ENSAMXG00000029337","ankrd33aa"
"15",5877160,5878413,"ENSAMXG00000041299","ensembl"
"15",5902591,6018394,"ENSAMXG00000038757","ensembl"
"15",6036287,6040941,"ENSAMXG00000033152","sp5l"
"15",6084805,6106273,"ENSAMXG00000013062","slc26a10"
"15",6110065,6153817,"ENSAMXG00000029221","b4galnt1a"
"15",6159185,6191441,"ENSAMXG00000013071","c1galt1a"
"15",6194997,6202018,"ENSAMXG00000013075","tac3a"
"15",6265421,6444351,"ENSAMXG00000013078","znf385a"
"15",6449171,6455104,"ENSAMXG00000031614","birc5b"
"15",6478782,6482174,"ENSAMXG00000026481","neurod4"
"15",6513154,6519323,"ENSAMXG00000029692","zgc:153867"
"15",6532262,6546342,"ENSAMXG00000036116","c1ql4a"
"15",6586437,6587974,"ENSAMXG00000013091","tmem107l"
"15",6600135,6620355,"ENSAMXG00000013105","huwe1"
"15",6623992,6624063,"ENSAMXG00000043637","MIRLET7F2"
"15",6634638,6636945,"ENSAMXG00000029885","ensembl"
"15",6721441,6770419,"ENSAMXG00000013124","l1cama"
"15",6778501,6785256,"ENSAMXG00000013131","ribc1"
"15",6788088,6807982,"ENSAMXG00000013136","smc1a"
"15",6810817,6814997,"ENSAMXG00000044085","srm"
"15",6826130,6827278,"ENSAMXG00000030651","cort"
"15",6852387,6893531,"ENSAMXG00000013147","masp2"
"15",6901180,6908277,"ENSAMXG00000013149","dffa"
"15",6924696,7042358,"ENSAMXG00000042447","pex14"
"15",7064798,7164181,"ENSAMXG00000013161","casz1"
"19",1498448,1499518,"ENSAMXG00000013274","ensembl"
"19",1698265,1700506,"ENSAMXG00000003768","ensembl"
"19",1718923,1723868,"ENSAMXG00000003751","ensembl"
"19",1750335,1760096,"ENSAMXG00000003692","tspearb"
"19",1771301,1772711,"ENSAMXG00000043591","ensembl"
"19",1775397,1783153,"ENSAMXG00000003627","tra2b"
"19",1791398,1796375,"ENSAMXG00000029202","igf2bp2a"
"19",1801999,1805365,"ENSAMXG00000029785","tmem41aa"
"19",1806588,1820832,"ENSAMXG00000003551","ehhadh"
"19",1822779,1837577,"ENSAMXG00000003520","C3orf70"
"19",1870449,1879435,"ENSAMXG00000003371","nup35"
"19",1880195,1885348,"ENSAMXG00000031597","ensembl"
"19",27481072,27495537,"ENSAMXG00000014916","lcmt2"
"19",27482514,27484528,"ENSAMXG00000014976","crygs2"
"19",1895286,1896255,"ENSAMXG00000040165","ensembl"
"19",27495865,27514895,"ENSAMXG00000030823","gtf2e1"
"19",2095358,2188829,"ENSAMXG00000034108","znf804a"
"19",27550049,27772225,"ENSAMXG00000014830","stxbp5l"
"19",2333926,2335808,"ENSAMXG00000033450","ensembl"
"19",2376937,2387040,"ENSAMXG00000032742","prmt2"
"19",2388523,2437867,"ENSAMXG00000031296","ugt1a1"
"19",2418157,2420320,"ENSAMXG00000038844","ugt1a1"
"19",27779418,27793797,"ENSAMXG00000014717","poglut2"
"19",2440621,2473508,"ENSAMXG00000006797","nxph2a"
"19",2488381,2505837,"ENSAMXG00000006769","spopla"
"19",2602115,2655828,"ENSAMXG00000006762","kansl1l"
"19",27791858,27798034,"ENSAMXG00000039195","tex30"
"19",27798055,27805763,"ENSAMXG00000014664","nepro"
"19",2792065,2828906,"ENSAMXG00000041387","map2"
"19",27801811,27813234,"ENSAMXG00000043131","ensembl"
"19",27809676,27815769,"ENSAMXG00000014586","slc10a2"
"19",2828307,2868566,"ENSAMXG00000034032","ensembl"
"19",2877548,2886841,"ENSAMXG00000006751","myl1"
"19",27817077,27823830,"ENSAMXG00000014566","GTPBP8"
"19",27823893,27835456,"ENSAMXG00000014536","KPNA3"
"19",2910089,3011264,"ENSAMXG00000006717","cps1"
"19",27836903,27840304,"ENSAMXG00000014465","spryd7b"
"19",27846008,27847351,"ENSAMXG00000014449","trim13"
"19",27882505,27891609,"ENSAMXG00000014351","rnaseh2b"
"19",27897455,27899866,"ENSAMXG00000026257","TASL"
"19",28095407,28154149,"ENSAMXG00000003872","uxs1"
"19",28159326,28189270,"ENSAMXG00000003866","tmtops2b"
"19",28183242,28249551,"ENSAMXG00000000341","st6gal2a"
"19",28306091,28314695,"ENSAMXG00000003835","GPR89B"
"19",3159497,3461326,"ENSAMXG00000018917","ERBB4"
"19",28313557,28324934,"ENSAMXG00000040508","pdzk1"
"19",28331919,28372065,"ENSAMXG00000039393","CCKBR"
"19",28490933,28645512,"ENSAMXG00000003801","FAM155A"
"19",28655017,28656030,"ENSAMXG00000026075","abhd13"
"19",28660796,28668891,"ENSAMXG00000034202","tnfsf13b"
"19",28763257,28853492,"ENSAMXG00000032002","ensembl"
"19",3801829,3863815,"ENSAMXG00000038726","ikzf2"
"19",4040026,4043565,"ENSAMXG00000033846","ensembl"
"19",29058484,29080217,"ENSAMXG00000003754","irs2b"
"19",29170437,29192329,"ENSAMXG00000003699","col4a1"
"19",4049189,4050868,"ENSAMXG00000038766","tssk6"
"19",4384693,4447982,"ENSAMXG00000018901","vwc2l"
"19",4462316,4500220,"ENSAMXG00000018892","bard1"
"19",4503587,4567220,"ENSAMXG00000018815","abca12"
"19",29197303,29204894,"ENSAMXG00000030541","ensembl"
"19",29269276,29338659,"ENSAMXG00000003576","col4a2"
"19",4625416,4634832,"ENSAMXG00000035856","si:dkey-95p16.1"
